brand,model,model_year,milage,fuel_type,price
Chevrolet,Corvette Stingray w/2LT,2022,12713.79,Gasoline,7677500
Tesla,Model 3 Performance,2020,73173.47,,3817917
Nissan,Armada SV,2017,301173.5,Gasoline,1410585
Porsche,Cayenne Turbo S,2014,159485.59,Gasoline,2656000
Subaru,Outback Touring XT,2021,53912.89,Gasoline,2822000
Acura,RLX Advance Package,2016,165222.89,Gasoline,1282350
Ford,Mustang GT,2001,84771.98,Gasoline,1410585
BMW,330 i xDrive,2017,95277.76,Gasoline,1909000
Mercedes-Benz,SL-Class SL550 Roadster,2009,96721.33,Gasoline,2241000
Audi,SQ8 4.0T Premium Plus,2021,69584.64,Gasoline,6341200
MINI,Cooper S Base,2007,189902.12,Gasoline,298800
Ford,Mustang EcoBoost,2021,27841.58,Gasoline,2573000
Audi,RS 7 4.0T Prestige,2016,104285.23,Gasoline,4150000
Mercedes-Benz,GLC 300 GLC 300,2022,2265.95,Gasoline,3884234
Volkswagen,Touareg TDI Lux,2015,24408.86,Diesel,2905000
Porsche,Cayenne GTS,2016,103963.36,Gasoline,3403000
Jeep,Grand Wagoneer Series III,2022,50069.79,Gasoline,6889000
Tesla,Model X 100D,2018,37417.16,,4731000
MINI,Cooper S Base,2011,102193.09,Gasoline,871500
RAM,1500 Laramie,2022,21668.15,Gasoline,3900917
Chevrolet,Camaro Base,2001,104246.61,Gasoline,622500
Jeep,Cherokee X,2022,15451.27,Gasoline,2780334
BMW,ALPINA B7 xDrive,2013,217260.9,Gasoline,1162000
Volvo,XC90 3.2 Premier Plus,2013,336133.19,Gasoline,622500
INFINITI,Q50 3.0T Premium,2016,80261,Gasoline,1784500
MINI,Cooper Base,2009,145431.23,Gasoline,767750
Porsche,911 Carrera 4S,2014,59014.5,Gasoline,6847417
Jeep,Grand Wagoneer Base,2023,6038.24,Gasoline,7023460
Lexus,RX 350 Base,2021,49504.91,Gasoline,3730850
RAM,1500 Laramie,2022,21626.31,Gasoline,3867717
Jeep,Gladiator Overland,2020,14644.99,Gasoline,4141285
Chrysler,200 Limited,2017,161899.6,–,830000
Ford,Fusion Hybrid Base,2011,360208.92,Hybrid,373500
Audi,A6 2.0T Premium Plus,2016,154496.64,Gasoline,1825170
Chevrolet,Silverado 1500 Z71 Extended Cab,2004,297727.9,Gasoline,871500
Porsche,Taycan Base,2021,11104.45,,6639917
Honda,Accord Hybrid Touring,2017,155140.38,Hybrid,1535500
RAM,2500 SLT,2018,109217.86,Gasoline,3029500
Land,Rover Range Rover Sport Supercharged,2015,103480.56,E85 Flex Fuel,3722550
Chevrolet,Colorado ZR2,2018,123114.51,Gasoline,2780500
GMC,Sierra 2500 Denali,2017,155048.64,Diesel,4399000
Subaru,Crosstrek 2.0i Limited,2018,120056.76,Gasoline,1992000
Subaru,Outback 2.5i Limited,2014,253519.33,Gasoline,829585
Tesla,Model X Plaid,2022,24140.1,,7967917
Jeep,Wrangler Unlimited Rubicon,2012,128747.2,Gasoline,2490000
Tesla,Model S 100D,2018,134257.58,,3735000
Mercedes-Benz,C-Class C 300 4MATIC,2021,30577.46,Gasoline,3153917
Porsche,911 Carrera S,2013,102997.76,Gasoline,5561000
Mercedes-Benz,GLS 450 Base 4MATIC,2019,54827,Gasoline,3892700
Buick,Envision Preferred,2021,32354.17,Gasoline,2763485
Nissan,Armada Platinum,2022,13518.46,Gasoline,4975850
Porsche,911 Turbo,2021,19212.3,Gasoline,17347000
Chevrolet,Corvette Stingray w/2LT,2021,39702.42,Gasoline,6017500
Ford,Mustang Shelby GT500,2013,26518.7,Gasoline,5511200
Ford,F-150 XL,2018,84490.35,E85 Flex Fuel,2905000
Porsche,Cayenne Turbo,2004,148863.95,Gasoline,996000
Mitsubishi,Eclipse Spyder GT,2008,101275.77,Gasoline,830000
Lexus,GX 470 Base,2007,187649.04,Gasoline,1657925
Dodge,Dakota Big Horn/Lone Star,2010,276845.1,Gasoline,622500
Jeep,Wrangler Sport,2012,92113.79,Gasoline,1867500
Subaru,Outback Limited,2020,71776.56,Gasoline,2348900
Jeep,Wrangler Unlimited Rubicon,2013,292626.29,Gasoline,1743000
Subaru,Ascent Touring 7-Passenger,2021,64289.91,Gasoline,3053653
Ford,F-350 XL,2017,251786.07,Diesel,3320000
Porsche,Cayenne Turbo S,2014,251367.64,Gasoline,2988000
BMW,X1 xDrive28i,2020,45043.82,Gasoline,2407000
Toyota,4Runner Limited,2014,236090.18,Gasoline,2074917
GMC,Yukon Denali,2019,142346.12,Gasoline,3560700
Toyota,C-HR LE,2020,22635.37,Gasoline,2296693
Subaru,Outback Limited XT,2020,59294.52,Gasoline,2525441
Chevrolet,Silverado 1500 LT Trail Boss,2020,78857.66,Gasoline,3726700
BMW,X5 xDrive50i,2013,93341.72,Gasoline,1485700
Audi,A6 55 Prestige,2021,36692.95,Hybrid,4316000
Subaru,Outback 2.5i Limited,2014,125539.79,Gasoline,1224250
Ford,F-250 King Ranch,2020,58740.91,Diesel,5801700
Honda,CR-V EX,2004,251620.31,Gasoline,331170
Lexus,GX 460 Luxury,2021,28501.41,Gasoline,4897000
Ford,Explorer XLT,2013,239791.66,Gasoline,651550
Subaru,Forester 2.5i Limited,2015,144840.6,Gasoline,1328000
Ford,Bronco Wildtrak Advanced,2022,16077.31,Gasoline,5353500
Mercedes-Benz,A-Class A 220 4MATIC,2019,46128.51,Gasoline,2448500
Lexus,NX 200t Base,2015,199960.5,Gasoline,1485700
Ford,F-250 Lariat,2017,81722.29,Diesel,5063000
Porsche,911 Carrera C4S,2006,104607.1,Gasoline,3569000
Tesla,Model 3 Long Range,2022,36140.95,,3322988
Toyota,Camry XSE,2022,31158.43,Gasoline,3178734
BMW,i3 94 Ah,2017,69201.62,,1369500
Ford,F-250 XL SuperCab H/D,1993,185074.1,–,1817700
Porsche,Taycan Turbo,2020,3340.99,,9627834
Porsche,911 GT3,2018,15629.91,Gasoline,15678700
Mercedes-Benz,E-Class E55 AMG,2005,210823.54,Gasoline,1369500
Toyota,Highlander XLE,2022,49889.54,Gasoline,3569000
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,38878.44,Plug-In Hybrid,3726700
Audi,A6 3.0T Premium Plus,2016,117264.56,Gasoline,1826000
Mercedes-Benz,E-Class E 350 4MATIC,2014,144137.32,Gasoline,1576585
Nissan,Juke SL,2012,116900.85,Gasoline,1245000
Mercedes-Benz,CLS-Class CLS 550,2012,127137.86,Gasoline,1659917
Audi,A3 2.0T Premium,2012,179544.41,Gasoline,929600
Lexus,GX 460 Base,2018,120700.5,Gasoline,3161885
Ford,Mustang Premium,2007,272964.99,Gasoline,489700
Honda,Pilot EX-L,2011,281634.5,Gasoline,747000
BMW,540 i,2017,158519.99,Gasoline,2033500
Chrysler,300 S,2012,85295.02,Gasoline,1141250
RAM,2500 Longhorn,2015,116194.35,Diesel,4357500
Acura,TSX Base,2005,243975.94,Gasoline,655617
Lotus,Evora 2+2,2011,32186.8,Gasoline,4233000
Chevrolet,Avalanche 1500 LT,2010,273587.8,E85 Flex Fuel,747000
Ford,F-150 XLT,2019,112331.93,E85 Flex Fuel,2871800
Toyota,Tundra SR5,2020,42325.64,Gasoline,3834517
Honda,Fit Sport,2007,251235.68,Gasoline,431600
Chevrolet,Silverado 2500 LTZ,2016,277772.08,Diesel,2697500
Honda,Accord Crosstour EX-L,2010,233354.3,Gasoline,747000
Ford,F-250 XLT Super Duty,2001,103495.05,Gasoline,622500
RAM,1500 TRX,2021,24434.61,Gasoline,7470000
Buick,Envision Essence,2020,45943.44,Gasoline,2661229
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,22530.76,Gasoline,3892700
Mercedes-Benz,CLS 450 Base,2019,107825.78,Hybrid,3693500
Jeep,Wrangler Unlimited Sport,2017,136449.5,Gasoline,1950500
Mercedes-Benz,S-Class S 63 AMG,2008,149668.62,Gasoline,1477400
Hyundai,Genesis Coupe 3.8 Track,2010,205190.85,Gasoline,498000
Ford,Mustang Mach-E GT,2022,12874.72,,5062917
GMC,Canyon Elevation Standard,2022,26554.11,Gasoline,2730700
Jaguar,XK Base,2013,89640.24,Gasoline,2257600
Ford,F-250 LARIAT,2021,67986.57,Diesel,6357634
Toyota,RAV4 Base,2009,126333.19,Gasoline,996000
Ford,Expedition Platinum,2018,78244.5,Gasoline,4274417
Jeep,Wrangler Unlimited 4xe Sahara,2021,82245.32,Hybrid,3544100
Ford,F-150 XLT,2016,41649.72,E85 Flex Fuel,2116500
Tesla,Model S Plaid,2021,32347.73,,5809585
Toyota,Tacoma SR5,2018,40367.08,Gasoline,2901265
Audi,TT Roadster quattro,2002,111527.26,Gasoline,829585
Toyota,Highlander Hybrid Limited Platinum,2019,74029.64,Hybrid,3320000
Jeep,Liberty Sport,2008,227697.47,Gasoline,539500
Toyota,Sequoia Limited,2018,102981.67,Gasoline,3984000
Ford,Transit-350 Base,2020,31221.2,Gasoline,4814000
Subaru,BRZ Limited,2013,208985.67,Gasoline,1119670
Volvo,XC60 3.2,2012,164152.68,Gasoline,896400
Subaru,Impreza WRX Sti Special Edition,2010,14001.26,Gasoline,3311700
Chevrolet,Bolt EV LT,2018,79306.67,,1452500
Chevrolet,Monte Carlo Supercharged SS,2004,239469.79,Gasoline,539500
Cadillac,Escalade Platinum Edition,2012,257895.13,E85 Flex Fuel,1070700
Chrysler,300M Base,2004,72420.3,Gasoline,498000
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,271978.46,Diesel,1618500
Mercedes-Benz,AMG C 63 S,2017,74029.64,Gasoline,4648000
Ferrari,488 Spider Base,2019,22369.83,Gasoline,26145000
Acura,TLX V6 Tech,2015,61154.92,Gasoline,1817700
Chevrolet,Corvette Z06,2006,67592.28,Gasoline,3486000
Lexus,NX 350h Premium,2024,482.8,Hybrid,4232917
Mercedes-Benz,SLK-Class SLK 350,2008,194408.27,Gasoline,1153700
Jeep,Wrangler Unlimited Sahara,2020,122813.56,Gasoline,2924422
Chevrolet,Silverado 1500 LT,2012,167371.36,E85 Flex Fuel,1369500
Lexus,GX 460 Base,2010,156262.09,Gasoline,1826000
Jeep,Wrangler Unlimited X,2008,220046.67,Gasoline,1319700
RAM,1500 Tradesman/Express,2017,64695.47,Gasoline,1992000
Ford,Explorer ST,2021,62933.24,Gasoline,3702215
Mercedes-Benz,G 550 4x4 Squared Base,2017,37927.32,Gasoline,17845000
BMW,M4 Competition,2021,20116.75,Gasoline,7470000
Chevrolet,Colorado ZR2,2019,62603.33,Gasoline,2880100
Lincoln,Navigator L Select,2016,135622.3,Gasoline,2093343
Mercedes-Benz,E-Class E 350,2016,93945.22,Gasoline,2074917
Ford,Mustang Shelby GT500,2007,11822.21,Gasoline,3402917
Dodge,Charger SRT8,2008,158087.08,Gasoline,1286500
Jaguar,XK Base,2007,90123.04,Gasoline,1494000
Honda,Civic EX,2020,22426.15,Gasoline,2158000
Subaru,Impreza 2.0i,2019,48280.2,Gasoline,1763750
Saab,9-3 Aero,2009,170590.04,Gasoline,1074850
BMW,650 Gran Coupe i xDrive,2014,133539.81,Gasoline,1552100
Jeep,Wrangler Unlimited Sport,2018,94146.39,Gasoline,2905000
Ford,F-350 King Ranch,2015,148736.81,Diesel,4307700
Mazda,CX-30 Preferred,2020,15975.92,Gasoline,2283994
Jeep,Wrangler Sport,2000,197860.31,Gasoline,1153700
Lexus,RX 330 Base,2006,177429.74,Gasoline,913000
INFINITI,QX56 Base,2011,165778.11,Gasoline,1120500
Hyundai,Veloster Value Edition,2017,89091.45,Gasoline,1294717
Chevrolet,Silverado 1500 LT Extended Cab,2002,190706.79,Gasoline,489700
Rivian,R1S Launch Edition,2022,12552.85,,7677500
Land,Rover Range Rover HSE SWB,2020,66787.61,Hybrid,5644000
BMW,M4 Base,2020,45061.52,Gasoline,4971700
Mercedes-Benz,E-Class E 350,2014,86099.69,Gasoline,2033500
Honda,Accord Hybrid Base,2021,53949.9,Hybrid,2386084
Toyota,Prius v Three,2016,138886.04,Hybrid,1494000
Subaru,WRX Premium,2022,12453.07,Gasoline,2739000
Bentley,Bentayga Speed,2020,35407.09,Gasoline,14441585
Ford,Explorer ST,2022,23111.73,Gasoline,4274500
Chevrolet,Suburban LT,2016,157715.32,E85 Flex Fuel,2490000
Chevrolet,Silverado 1500 Limited Custom,2022,49012.45,Gasoline,3128934
Ford,Explorer Platinum,2020,103886.12,Gasoline,3050250
Lexus,RX 350 Base,2017,167155.71,Gasoline,2050100
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,57372.97,Gasoline,4813917
Ford,Explorer Platinum,2021,104537.9,Gasoline,3318257
Dodge,Challenger SRT8 392,2012,54234.76,–,2780500
Chevrolet,Equinox 2LT,2012,155547.54,Gasoline,622500
Dodge,Challenger SXT,2022,47475.53,Gasoline,2573000
Porsche,911 Carrera,2021,11909.12,Gasoline,9710917
Volvo,XC70 T6 Platinum,2012,111044.46,Gasoline,1319700
Lexus,GX 470 Base,2005,318649.32,Gasoline,1286500
Porsche,911 Carrera GTS,2015,37980.42,Gasoline,11030700
Volvo,XC70 3.2,2008,273587.8,Gasoline,581000
Nissan,350Z NISMO,2008,123114.51,Gasoline,2324000
Porsche,911 Turbo,2007,118286.49,Gasoline,6266417
Land,Rover Range Rover SWB,2020,46670.86,Hybrid,5810000
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,111694.63,Plug-In Hybrid,2448500
Lexus,IS 350 Base,2007,165762.02,Gasoline,1070700
Porsche,Macan S,2015,113458.47,Gasoline,2199500
Land,Rover Range Rover 5.0L Supercharged,2016,102997.76,Gasoline,3070585
GMC,Savana 2500 Work Van,2018,102128.72,E85 Flex Fuel,2739000
Toyota,4Runner SR5,2018,51819.14,Gasoline,2946500
Hyundai,Palisade SEL,2020,111828.21,Gasoline,2656000
GMC,Sierra 2500 Denali,2015,138403.24,Diesel,4067000
Genesis,GV70 3.5T Sport,2022,14049.54,Gasoline,4002177
Dodge,Ram Van 1500,2002,112653.8,Gasoline,664000
Chevrolet,Impala 1LT,2017,112653.8,Gasoline,1485700
Audi,A4 2.0T Premium Plus,2015,134251.14,E85 Flex Fuel,1328000
Nissan,Altima 2.5 S,2003,304165.26,Gasoline,240617
Porsche,911 Carrera 4S,2017,50694.21,Gasoline,8097065
BMW,X1 xDrive 28i,2015,138026.65,Gasoline,1079000
GMC,Yukon Denali,2018,149346.75,Gasoline,2822000
Land,Rover Defender SE,2021,22482.48,Hybrid,6266500
Porsche,911 Turbo S,2023,247.84,Gasoline,22816700
Toyota,Land Cruiser Base,2000,426475.1,Gasoline,1286500
Scion,xB Base,2011,153572.88,Gasoline,664000
Honda,S2000 Base,2001,192959.87,Gasoline,1494000
Mazda,CX-30 Select,2020,37275.53,Gasoline,2116085
BMW,M4 Competition,2023,6356.89,Gasoline,6930500
Porsche,911 Carrera 4S,2006,128747.2,Gasoline,3569000
Ford,F-250 Lariat,2015,152298.28,E85 Flex Fuel,2697500
Chevrolet,Corvette Base,2007,104607.1,Gasoline,2812455
Lexus,LS 460 L,2008,160934,Gasoline,954500
Toyota,Sienna XSE 25th Anniversary,2023,804.67,Hybrid,4938500
Mercedes-Benz,AMG G 63 Base,2021,12642.98,Gasoline,35275000
Audi,A4 2.0T Premium quattro,2011,291290.54,Gasoline,456500
Mercedes-Benz,GLC 300 Base 4MATIC,2018,78374.86,Gasoline,2315700
Porsche,911 Turbo Cabriolet,2009,21726.09,Gasoline,10790000
Toyota,86 860 Special Edition,2017,140817.25,Gasoline,1660000
Jaguar,XJ8 L,2000,72420.3,Gasoline,1037500
Chevrolet,Corvette Base,1996,138017,Gasoline,1203500
Tesla,Model 3 Long Range,2018,58237.19,,2398285
Hyundai,Tucson SEL,2022,21993.24,Gasoline,2323917
Porsche,911 Carrera S,2007,81271.67,Gasoline,4648000
Lincoln,Nautilus Reserve,2021,31045.78,Gasoline,3680220
Ford,Mustang Boss 302,2012,2084.1,Gasoline,4149170
Cadillac,Escalade Premium Luxury,2017,88513.7,Gasoline,4141700
MINI,Cooper Base,2010,119091.16,Gasoline,800950
Dodge,Durango R/T,2022,24101.48,Gasoline,4149917
BMW,X5 xDrive35i,2018,40793.55,Gasoline,2812787
Chevrolet,Corvette Base,2010,37228.86,Gasoline,2905000
Jaguar,XE 20d Prestige,2018,55235.77,Diesel,2489834
Dodge,Challenger R/T,2021,64309.23,Gasoline,2365500
BMW,550 i xDrive,2016,122953.58,Gasoline,2597900
Ford,Explorer XLT,2022,29825.9,Gasoline,3235174
GMC,Yukon XL Denali,2023,12070.05,Gasoline,7709704
INFINITI,QX80 SENSORY,2022,42679.7,Gasoline,5312000
Land,Rover Range Rover 3.0L Supercharged,2014,95755.73,E85 Flex Fuel,2805400
Honda,Pilot EX-L,2020,70810.96,Gasoline,2904917
Pontiac,Firebird Base,2001,178636.74,Gasoline,913000
Toyota,4Runner Limited,2016,132384.31,Gasoline,2648198
Porsche,911 Carrera Cabriolet,2006,84883.03,Gasoline,3112500
BMW,i8 Base,2019,45383.39,Plug-In Hybrid,6635850
Nissan,Maxima GLE,2000,312657.75,Gasoline,190900
Pontiac,Firebird Trans Am,2001,147756.72,Gasoline,1066550
Chevrolet,Suburban Premier,2018,135545.05,Gasoline,3633325
BMW,X2 xDrive28i,2018,107326.88,Gasoline,2066700
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,66787.61,Gasoline,3307384
BMW,750 i xDrive,2014,136946.79,Gasoline,2066700
Volvo,S60 T5 Premier Plus,2015,62764.26,Gasoline,1485700
Tesla,Model Y Long Range,2022,32991.47,,3859500
Ford,F-350 Platinum,2019,180246.08,Diesel,5145585
Volkswagen,ID.4 Pro S,2023,2761.63,,3319834
Audi,A3 2.0T Premium,2016,145419.96,Gasoline,1286417
Ford,Explorer Limited,2020,132200.84,Gasoline,2558475
Ford,Mustang GT Premium,2020,27117.38,Gasoline,3403000
Honda,S2000 Base,2003,162543.34,Gasoline,2324000
BMW,M235 i,2015,110642.12,Gasoline,2157917
Lamborghini,Aventador S Base,2018,9427.51,Gasoline,40822388
Dodge,Durango SLT,2004,230135.62,Gasoline,265600
Nissan,Armada LE,2005,245054.2,Gasoline,572700
Kia,Sorento S,2021,31551.11,Gasoline,2788053
Chevrolet,Silverado 1500 RST,2020,30899.33,Gasoline,5809917
Chevrolet,Impala Base,2004,103802.43,Gasoline,489700
Toyota,Tacoma PreRunner,2011,239791.66,Gasoline,1576585
McLaren,570S Spider,2018,9524.07,Gasoline,14931700
Pontiac,Firebird Trans Am,1997,215704.67,Gasoline,597600
Kia,Stinger GT1,2019,59909.29,Gasoline,2904834
Ford,Escape SE,2017,115750.17,Gasoline,1137100
Lamborghini,Huracan EVO Coupe,2021,9202.21,Gasoline,23239253
Jeep,Wrangler Unlimited Sport,2014,196661.35,Gasoline,1784500
Land,Rover Range Rover Sport HST MHEV,2020,59944.7,Hybrid,4523500
Chevrolet,Silverado 1500 Base,1999,142828.92,Gasoline,564400
Cadillac,XLR V,2008,104285.23,Gasoline,2050100
Ford,Fusion Hybrid Titanium,2014,180535.76,Hybrid,1045717
RAM,2500 SLT,2015,240000.87,Diesel,2905000
Tesla,Model Y Long Range,2020,141621.92,,2946500
Toyota,Highlander XLE,2018,119091.16,Gasoline,2319850
Ford,F-150 XLT,2019,71551.26,Gasoline,2863500
GMC,Acadia SLE-2,2015,154496.64,Gasoline,1411000
Porsche,Boxster Base,2005,120700.5,Gasoline,1452500
Dodge,Charger R/T,2014,152887.3,Gasoline,1485700
Land,Rover Range Rover Sport Supercharged HSE,2016,80143.52,Gasoline,3112500
Ford,Mustang GT,2006,44107.18,Gasoline,1805250
Alfa,Romeo Giulia Ti,2020,37560.39,Gasoline,2875535
Tesla,Model S 90D,2016,119287.5,,2979700
Jaguar,XK8 Base,1997,80467,Gasoline,498000
Mercedes-Benz,GLC 300 GLC 300,2021,23729.72,Gasoline,3236834
Chevrolet,Corvette Stingray w/3LT,2021,4345.22,Gasoline,7133850
Buick,Regal Turbo - Premium 1,2012,305774.6,Gasoline,498000
Audi,A4 2.0T Premium,2014,145220.4,E85 Flex Fuel,829917
Jeep,Gladiator Overland,2020,6437.36,Gasoline,4150000
Land,Rover Range Rover Westminster SWB,2022,3572.73,Hybrid,9627917
GMC,Yukon XL Denali,2017,199558.16,Gasoline,2656000
Ford,Ranger Lariat,2019,72682.62,Gasoline,2962270
Volkswagen,Passat 2.0T SE,2020,79501.4,Gasoline,1734700
Porsche,911 Carrera,2020,18114.73,Gasoline,10366700
Chevrolet,Corvette Stingray w/1LT,2021,22047.96,Gasoline,6225000
Land,Rover Range Rover HSE,2011,281116.29,Gasoline,788500
Lexus,RX 450h F Sport Handling,2022,2574.94,Hybrid,4897000
Porsche,911 GT3 RS,2019,24959.25,Gasoline,19081700
Ford,Expedition Platinum,2020,112410.79,Gasoline,3996367
Toyota,Tacoma PreRunner,2008,257494.4,Gasoline,1411000
Toyota,Mirai Base,2016,64373.6,not supported,788500
Ford,Explorer Sport Trac XLT,2007,366929.52,Gasoline,319550
GMC,Sierra 1500 SLE1 Extended Cab,2008,300946.58,–,506300
Mercedes-Benz,C-Class C 300 Luxury,2015,164152.68,Gasoline,1411000
Cadillac,SRX Standard,2016,77248.32,Gasoline,2074585
Chrysler,Town & Country Touring-L,2012,263127.09,E85 Flex Fuel,493767
Porsche,911 Carrera,2023,2414.01,Gasoline,12367000
Porsche,718 Cayman GT4,2021,3379.61,Gasoline,11362700
Ford,F-350 Lariat,2018,106668.66,Diesel,5270500
Ford,Mustang Mach-E Select,2021,28968.12,,3278417
Ford,F-150 XL,2014,43934.98,Gasoline,1784500
Mazda,CX-30 Base,2020,31090.84,Gasoline,2066617
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,53005.22,Gasoline,7470000
BMW,M4 Base,2017,49004.4,Gasoline,4398917
Jeep,Wrangler Sport,2017,61476.79,Gasoline,2448500
Jeep,Wrangler Sport,2020,42349.78,Gasoline,2645293
Chevrolet,Silverado 1500 LS,2003,177027.4,Gasoline,738700
MINI,Hardtop Cooper,2014,31704,Gasoline,1120500
Honda,Element EX,2008,308993.28,Gasoline,913000
Porsche,911 Carrera 4S,2017,41842.84,Gasoline,9703613
Subaru,Impreza Outback Sport Wagon,2008,158219.04,Gasoline,622085
Cadillac,XT5 Premium Luxury,2021,107021.11,Gasoline,2365500
Nissan,Kicks S,2022,31988.85,Gasoline,1576917
Kia,Seltos S,2021,25910.37,Gasoline,2116500
GMC,Yukon SLE,2016,134956.03,Gasoline,2293539
Mercedes-Benz,GLE 350 Base 4MATIC,2020,38797.97,Gasoline,4648000
Ford,Explorer XLT,2020,68572.37,Gasoline,2664881
Subaru,Impreza 2.0i Premium,2017,257494.4,Gasoline,643250
INFINITI,QX80 Base,2017,195575.04,Gasoline,2365500
Kia,Telluride S,2023,10336.79,Gasoline,3527500
Pontiac,Solstice Base,2007,100277.98,Gasoline,1070700
Mazda,Mazda6 Carbon Edition,2021,34510.69,Gasoline,2489585
Ford,Transit-350 Base,2015,180246.08,Gasoline,2448500
Hyundai,Genesis Coupe 3.8 Grand Touring,2013,96560.4,Gasoline,1369500
Dodge,Dart SE,2013,246631.36,Gasoline,365117
Jeep,Wrangler Unlimited Sahara,2019,91732.38,Gasoline,3311700
Chevrolet,Tahoe LTZ,2011,225952.95,E85 Flex Fuel,1328000
Ford,F-150 Tremor,2023,8851.37,Gasoline,5810000
Chevrolet,Corvette Stingray w/2LT,2022,3234.77,Gasoline,7387000
Tesla,Model 3 Long Range,2018,39203.52,,2614500
Audi,A4 2.0T Premium,2013,155784.11,Gasoline,913000
Cadillac,CTS Performance,2014,56307.59,Gasoline,1784500
Nissan,Frontier SV,2012,105814.1,Gasoline,1327585
Chevrolet,Silverado 1500 LTZ,2019,91175.55,Gasoline,3640380
Lincoln,MKT Base,2016,225629.47,Gasoline,871500
Chevrolet,Cruze LT Automatic,2016,197902.15,Gasoline,1078917
Nissan,Xterra S,2008,365336.27,Gasoline,319550
Ford,F-150 Lariat SuperCrew,2004,436131.14,Gasoline,788500
Porsche,911 Turbo,2022,22208.89,Gasoline,19422000
Dodge,Ram 2500 Quad Cab,2001,275324.28,Diesel,2282500
Chevrolet,Colorado ZR2,2021,40096.71,Gasoline,3717653
Nissan,Kicks S,2022,25068.69,Gasoline,1626717
Audi,S4 3.0T Premium Plus,2014,164748.14,Gasoline,1773959
Lamborghini,Gallardo LP570-4 Superleggera,2011,25749.44,Gasoline,19007000
Mercedes-Benz,C-Class C 250 Luxury,2012,196339.48,Gasoline,1245000
FIAT,500X Trekking Plus,2016,78052.99,Gasoline,1327917
Ford,F-150 XLT,2018,86099.69,Gasoline,2614500
Ford,F-250 XL Crew Cab Super Duty,2004,506942.1,Diesel,763600
Ford,E350 Super Duty Base,2006,254275.72,Gasoline,705500
Kia,Sorento SXL,2019,70569.56,Gasoline,2490000
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,118286.49,Gasoline,1577000
Nissan,Altima 2.5 SL,2014,246792.29,Gasoline,747000
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,119091.16,Gasoline,2116500
BMW,328 i xDrive,2013,83685.68,Gasoline,1452500
Audi,Q4 e-tron 50 Premium Plus,2022,402.34,,4316000
Nissan,Pathfinder S,2017,233354.3,Gasoline,705500
Subaru,Ascent Touring 7-Passenger,2020,65936.27,Gasoline,2697500
Ford,E350 Super Duty XLT,2010,399116.32,E85 Flex Fuel,1162000
GMC,HUMMER EV Edition 1,2023,1512.78,,12118000
BMW,M3 CS,2018,61154.92,Gasoline,5021500
Acura,TLX V6 Advance,2016,205995.52,Gasoline,1618500
Chevrolet,Silverado 1500 ZR2,2022,11997.63,Gasoline,5726170
Jeep,Wrangler SE,1999,221750.96,Gasoline,996000
Ford,Edge Sport,2016,148059.28,Gasoline,1659585
Porsche,911 Carrera Cabriolet,2001,34520.34,Gasoline,2988000
Nissan,Murano SL,2021,70609.79,Gasoline,2467175
Pontiac,G8 GT,2009,130882.79,Gasoline,1452500
Mercedes-Benz,E-Class E 350,2021,117217.89,Gasoline,3403000
McLaren,720S Performance,2020,8162.57,Gasoline,23235850
Jeep,Commander Sport,2007,260552.15,E85 Flex Fuel,398400
Audi,A5 45 S line Premium Plus,2022,39428.83,Hybrid,3901000
BMW,M550 i xDrive,2018,24128.83,Gasoline,3726700
Volkswagen,Jetta 1.4T R-Line,2019,154496.64,Gasoline,1243340
Porsche,Taycan 4S,2022,12713.79,,8964000
Cadillac,CTS 2.0L Turbo Luxury,2019,57237.79,Gasoline,2158000
Lexus,IS-F Base,2008,181855.42,Gasoline,2822000
Ford,Explorer XLT,2022,33277.93,Gasoline,3818000
Porsche,911 Turbo Cabriolet,2008,17541.81,Gasoline,10707000
Buick,LaCrosse Leather,2012,30704.6,Hybrid,1327585
Mazda,RX-8 Sport,2008,250252.37,Gasoline,564400
Ford,Mustang GT Premium,2019,57131.57,Gasoline,2680900
Mazda,Mazda6 Touring,2021,84092.84,Gasoline,2092845
